rsection,rbeg_chg,rend_chg,rlength,rdir,BEGLAT,BEGLONG,ENDLAT,ENDLONG,loc1,loc2,loc3,loc4,loc5,loc6,loc7,loc8,loc9,loc10
610459,0.214,0,0.214,6,0.430607074,0.95560765,0.430587935,0.955638,2061_1,6,4,610459,,,,,,
610469,0.681,0.468,0.213,6,0.430643598,0.955590563,0.43062455,0.955620693,2063_3,6,4,610469,,,,,,
610469,0.468,0.253,0.215,6,0.43062455,0.955620693,0.430605276,0.955651201,2063_2,6,4,610469,,,,,,
610469,0.253,0,0.253,6,0.430605276,0.955651201,0.430582671,0.955687211,2063_1,6,4,610469,,,,,,
610479,0.082,0,0.082,6,0.430834221,0.955880507,0.430834148,0.95588052,2064-RB1,6,4,610479,,,,,,
610489,1.02,0.835,0.185,6,0.43088603,0.955914411,0.430861398,0.955897435,2064_7,6,4,610489,,,,,,
610489,0.835,0.705,0.13,6,0.430861398,0.955897435,0.430844135,0.955885386,2064_6,6,4,610489,,,,,,
610489,0.705,0.622,0.083,6,0.430844135,0.955885386,0.430832879,0.955880128,2064_5,6,4,610489,,,,,,
610489,0.622,0.601,0.021,6,0.430832879,0.955880128,0.430832344,0.955877005,2064_4,6,4,610489,,,,,,
610489,0.601,0.538,0.063,6,0.430832344,0.955877005,0.430823881,0.955871181,2064_3,6,4,610489,,,,,,
610489,0.538,0.398,0.14,6,0.430823881,0.955871181,0.430805177,0.955858333,2064_2,6,4,610489,,,,,,
610489,0.398,0.082,0.316,6,0.430805177,0.955858333,0.43078822,0.955821413,2064_1,6,4,610489,,,,,,
610499,0.681,0.467,0.214,6,0.430673496,0.955613199,0.430654279,0.955643427,2065_3,6,4,610499,,,,,,
610499,0.467,0.253,0.214,6,0.430654279,0.955643427,0.430635099,0.955673782,2065_2,6,4,610499,,,,,,
610499,0.253,0,0.253,6,0.430635099,0.955673782,0.430612361,0.955709684,2065_1,6,4,610499,,,,,,
610509,0.115,0.038,0.077,6,0.430844223,0.955861012,0.430834115,0.955853821,2066_2,6,4,610509,,,,,,
610509,0.038,0,0.038,6,0.430834115,0.955853821,0.430829096,0.955850347,2066_1,6,4,610509,,,,,,
610519,0.682,0.467,0.215,6,0.43070323,0.955635738,0.430684015,0.955666218,2067_3,6,4,610519,,,,,,
610519,0.467,0.254,0.213,6,0.430684015,0.955666218,0.430664922,0.95569635,2067_2,6,4,610519,,,,,,
610519,0.254,0,0.254,6,0.430664922,0.95569635,0.430642208,0.955732351,2067_1,6,4,610519,,,,,,
610529,0.428,0.214,0.214,6,0.430720649,0.955648894,0.43070145,0.955679287,2069_2,6,4,610529,,,,,,
610529,0.214,0,0.214,6,0.43070145,0.955679287,0.430682423,0.955709646,2069_1,6,4,610529,,,,,,
610539,0.205,0.076,0.129,6,0.430875075,0.955873901,0.430857904,0.95586192,2070_2,6,4,610539,,,,,,
610539,0.076,0,0.076,6,0.430857904,0.95586192,0.430847782,0.955854905,2070_1,6,4,610539,,,,,,
610549,0.254,0,0.254,6,0.430684353,0.955711488,0.430662551,0.955747768,2071,6,4,610549,,,,,,
610559,0.46,0.23,0.23,6,0.430547391,0.955562538,0.430577266,0.955585106,2075_2,6,4,610559,,,,,,
610559,0.23,0,0.23,6,0.430577266,0.955585106,0.430607074,0.95560765,2075_1,6,4,610559,,,,,,
610569,0.46,0.23,0.23,6,0.430684015,0.955666218,0.430654279,0.955643427,2077_2,6,4,610569,,,,,,
610569,0.23,0,0.23,6,0.430654279,0.955643427,0.43062455,0.955620693,2077_1,6,4,610569,,,,,,
610579,0.1,0,0.1,6,0.430766908,0.955745524,0.430754009,0.955735764,2078-1,6,4,610579,,,,,,
610589,2.689,2.476,0.213,6,0.430780289,0.955694169,0.430761202,0.955724378,2078_17,6,4,610589,,,,,,
610589,2.476,2.396,0.08,6,0.430761202,0.955724378,0.430754009,0.955735764,2078_16,6,4,610589,,,,,,
610589,2.396,2.235,0.161,6,0.430754009,0.955735764,0.430738677,0.955752097,2078_15,6,4,610589,,,,,,
610589,2.235,2.03,0.205,6,0.430738677,0.955752097,0.430712137,0.955732044,2078_14,6,4,610589,,,,,,
610589,2.03,1.817,0.213,6,0.430712137,0.955732044,0.430684353,0.955711488,2078_13,6,4,610589,,,,,,
610589,1.817,1.8,0.017,6,0.430684353,0.955711488,0.430682423,0.955709646,2078_12,6,4,610589,,,,,,
610589,1.8,1.665,0.135,6,0.430682423,0.955709646,0.430664922,0.95569635,2078_11,6,4,610589,,,,,,
610589,1.665,1.435,0.23,6,0.430664922,0.95569635,0.430635099,0.955673782,2078_10,6,4,610589,,,,,,
610589,1.435,1.205,0.23,6,0.430635099,0.955673782,0.430605276,0.955651201,2078_9,6,4,610589,,,,,,
610589,1.205,1.071,0.134,6,0.430605276,0.955651201,0.430587935,0.955638,2078_8,6,4,610589,,,,,,
610589,1.071,1.047,0.024,6,0.430587935,0.955638,0.430584756,0.955635634,2078_7,6,4,610589,,,,,,
610589,1.047,0.841,0.206,6,0.430584756,0.955635634,0.430558093,0.955615395,2078_6,6,4,610589,,,,,,
610589,0.841,0.635,0.206,6,0.430558093,0.955615395,0.430531366,0.955595222,2078_5,6,4,610589,,,,,,
610589,0.635,0.403,0.232,6,0.430531366,0.955595222,0.430547391,0.955562538,2078_4,6,4,610589,,,,,,
610589,0.403,0.188,0.215,6,0.430547391,0.955562538,0.430566683,0.955532146,2078_3,6,4,610589,,,,,,
610589,0.188,0.086,0.102,6,0.430566683,0.955532146,0.430575822,0.95551771,2078_2,6,4,610589,,,,,,
610589,0.086,0,0.086,6,0.430575822,0.95551771,0.430583536,0.955505523,2078_1,6,4,610589,,,,,,
610619,0.46,0.23,0.23,6,0.430761202,0.955724378,0.430731313,0.955701825,2079_2,6,4,610619,,,,,,
610619,0.23,0,0.23,6,0.430731313,0.955701825,0.43070145,0.955679287,2079_1,6,4,610619,,,,,,
610629,0.167,0,0.167,6,0.430805177,0.955858333,0.430790926,0.955882567,2081,6,4,610629,,,,,,
610639,0.167,0,0.167,6,0.430848391,0.955829537,0.430834115,0.955853821,2082,6,4,610639,,,,,,
610649,0.169,0,0.169,6,0.430823881,0.955871181,0.430809492,0.955895597,2083,6,4,610649,,,,,,
610659,0.213,0.057,0.156,6,0.430832879,0.955880128,0.43081965,0.955902798,2084_2,6,4,610659,,,,,,
610659,0.057,0,0.057,6,0.43081965,0.955902798,0.430814884,0.955911036,2084_1,6,4,610659,,,,,,
610669,0.507,0.381,0.126,6,0.430858463,0.955836577,0.430847782,0.955854905,2084_5,6,4,610669,,,,,,
610669,0.381,0.339,0.042,6,0.430847782,0.955854905,0.430844223,0.955861012,2084_4,6,4,610669,,,,,,
610669,0.339,0.213,0.126,6,0.430844223,0.955861012,0.430832344,0.955877005,2084_3,6,4,610669,,,,,,
610679,0.331,0.169,0.162,6,0.430857904,0.95586192,0.430844135,0.955885386,2085_2,6,4,610679,,,,,,
610679,0.169,0,0.169,6,0.430844135,0.955885386,0.430829755,0.955909864,2085_1,6,4,610679,,,,,,
610689,0.288,0.126,0.162,6,0.430861398,0.955897435,0.430875075,0.955873901,2087_2,6,4,610689,,,,,,
610689,0.126,0,0.126,6,0.430875075,0.955873901,0.430885823,0.95585559,2087_1,6,4,610689,,,,,,
610699,0.137,0,0.137,6,0.430749906,0.955836504,0.43074093,0.95585749,2088-1,6,4,610699,,,,,,
610709,1.625,1.369,0.256,6,0.430738677,0.955752097,0.430715843,0.955788261,2088_7,6,4,610709,,,,,,
610709,1.369,1.362,0.007,6,0.430715843,0.955788261,0.430715266,0.955789261,2088_6,6,4,610709,,,,,,
610709,1.362,0.922,0.44,6,0.430715266,0.955789261,0.4307228,0.955843829,2088_5,6,4,610709,,,,,,
610709,0.922,0.782,0.14,6,0.4307228,0.955843829,0.43074093,0.95585749,2088_4,6,4,610709,,,,,,
610709,0.782,0.565,0.217,6,0.43074093,0.95585749,0.430767399,0.955880548,2088_3,6,4,610709,,,,,,
610709,0.565,0.214,0.351,6,0.430767399,0.955880548,0.430814884,0.955911036,2088_2,6,4,610709,,,,,,
610709,0.214,0.137,0.077,6,0.430814884,0.955911036,0.430824205,0.955919461,2088_1,6,4,610709,,,,,,
619199,0.202,0,0.202,6,0.430326442,0.955820272,0.430300196,0.955800541,4102,6,4,619199,,,,,,
619209,0.228,0,0.228,6,0.430317223,0.955834897,0.430287679,0.955812673,4103,6,4,619209,,,,,,
620829,1.153,0.924,0.229,6,0.430449254,0.955769452,0.430419561,0.95574706,482_4,6,4,620829,,,,,,
620829,0.924,0.705,0.219,6,0.430419561,0.95574706,0.430391113,0.955725591,482_3,6,4,620829,,,,,,
620829,0.705,0.476,0.229,6,0.430391113,0.955725591,0.430361425,0.955703227,482_2,6,4,620829,,,,,,
620829,0.476,0,0.476,6,0.430361425,0.955703227,0.430299666,0.955656732,482_1,6,4,620829,,,,,,
620839,0.677,0.448,0.229,6,0.43054726,0.955843268,0.430517522,0.955820891,483_3,6,4,620839,,,,,,
620839,0.448,0.229,0.219,6,0.430517522,0.955820891,0.430489077,0.955799456,483_2,6,4,620839,,,,,,
620839,0.229,0,0.229,6,0.430489077,0.955799456,0.430459391,0.955777091,483_1,6,4,620839,,,,,,
623219,2.139,1.673,0.466,6,0.430583481,0.95600043,0.43052527,0.955951354,641_7,6,4,623219,,,,,,
623219,1.673,1.432,0.241,6,0.43052527,0.955951354,0.430495071,0.955926223,641_6,6,4,623219,,,,,,
623219,1.432,1.077,0.355,6,0.430495071,0.955926223,0.430449209,0.955891314,641_5,6,4,623219,,,,,,
623219,1.077,0.72,0.357,6,0.430449209,0.955891314,0.430402933,0.955856363,641_4,6,4,623219,,,,,,
623219,0.72,0.336,0.384,6,0.430402933,0.955856363,0.430353072,0.955818787,641_3,6,4,623219,,,,,,
623219,0.336,0.201,0.135,6,0.430353072,0.955818787,0.430335577,0.955805604,641_2,6,4,623219,,,,,,
623219,0.201,0,0.201,6,0.430335577,0.955805604,0.4303094,0.955785976,641_1,6,4,623219,,,,,,
623269,0.402,0.255,0.147,6,0.430539418,0.95593129,0.43052527,0.955951354,642_3,6,4,623269,,,,,,
623269,0.255,0.125,0.13,6,0.43052527,0.955951354,0.430512805,0.955969058,642_2,6,4,623269,,,,,,
623269,0.125,0,0.125,6,0.430512805,0.955969058,0.43050077,0.955986166,642_1,6,4,623269,,,,,,
623279,1.924,1.457,0.467,6,0.430559006,0.956035234,0.43050077,0.955986166,643_6,6,4,623279,,,,,,
623279,1.457,1.23,0.227,6,0.43050077,0.955986166,0.430472261,0.955962419,643_5,6,4,623279,,,,,,
623279,1.23,0.882,0.348,6,0.430472261,0.955962419,0.430427261,0.95592808,643_4,6,4,623279,,,,,,
623279,0.882,0.519,0.363,6,0.430427261,0.95592808,0.430380163,0.955892548,643_3,6,4,623279,,,,,,
623279,0.519,0.135,0.384,6,0.430380163,0.955892548,0.430330321,0.955854979,643_2,6,4,623279,,,,,,
623279,0.135,0,0.135,6,0.430330321,0.955854979,0.430312852,0.955841808,643_1,6,4,623279,,,,,,
623529,0.41,0.279,0.131,6,0.430629285,0.955915167,0.430616637,0.955933119,646_3,6,4,623529,,,,,,
623529,0.279,0.147,0.132,6,0.430616637,0.955933119,0.430603968,0.95595108,646_2,6,4,623529,,,,,,
623529,0.147,0,0.147,6,0.430603968,0.95595108,0.430589865,0.955971121,646_1,6,4,623529,,,,,,
624069,1.153,0.924,0.229,6,0.430436893,0.955789101,0.430407227,0.955766651,647_4,6,4,624069,,,,,,
624069,0.924,0.705,0.219,6,0.430407227,0.955766651,0.430378867,0.955745249,647_3,6,4,624069,,,,,,
624069,0.705,0.476,0.229,6,0.430378867,0.955745249,0.430349114,0.955722819,647_2,6,4,624069,,,,,,
624069,0.476,0,0.476,6,0.430349114,0.955722819,0.430287352,0.955676275,647_1,6,4,624069,,,,,,
624079,0.467,0,0.467,6,0.43057106,0.956018113,0.430512805,0.955969058,648,6,4,624079,,,,,,
624129,4.063,3.718,0.345,6,0.430821892,0.956024144,0.430769462,0.956011613,649_16,6,4,624129,,,,,,
624129,3.718,3.647,0.071,6,0.430769462,0.956011613,0.430758257,0.956011273,649_15,6,4,624129,,,,,,
624129,3.647,3.574,0.073,6,0.430758257,0.956011273,0.430746746,0.956010919,649_14,6,4,624129,,,,,,
624129,3.574,3.506,0.068,6,0.430746746,0.956010919,0.430736052,0.956010593,649_13,6,4,624129,,,,,,
624129,3.506,3.435,0.071,6,0.430736052,0.956010593,0.430724908,0.956010273,649_12,6,4,624129,,,,,,
624129,3.435,3.36,0.075,6,0.430724908,0.956010273,0.430713127,0.956009914,649_11,6,4,624129,,,,,,
624129,3.36,2.976,0.384,6,0.430713127,0.956009914,0.430655837,0.955994762,649_10,6,4,624129,,,,,,
624129,2.976,2.561,0.415,6,0.430655837,0.955994762,0.430603968,0.95595108,649_9,6,4,624129,,,,,,
624129,2.561,2.299,0.262,6,0.430603968,0.95595108,0.4305713,0.955923526,649_8,6,4,624129,,,,,,
624129,2.299,2.036,0.263,6,0.4305713,0.955923526,0.430538504,0.955895878,649_7,6,4,624129,,,,,,
624129,2.036,1.612,0.424,6,0.430538504,0.955895878,0.430484076,0.955853464,649_6,6,4,624129,,,,,,
624129,1.612,1.232,0.38,6,0.430484076,0.955853464,0.430434733,0.955816274,649_5,6,4,624129,,,,,,
624129,1.232,1.154,0.078,6,0.430434733,0.955816274,0.430424675,0.955808691,649_4,6,4,624129,,,,,,
624129,1.154,0.821,0.333,6,0.430424675,0.955808691,0.430381512,0.955776168,649_3,6,4,624129,,,,,,
624129,0.821,0.476,0.345,6,0.430381512,0.955776168,0.430336765,0.955742455,649_2,6,4,624129,,,,,,
624129,0.476,0,0.476,6,0.430336765,0.955742455,0.430274984,0.955695926,649_1,6,4,624129,,,,,,
624239,0.94,0.525,0.415,6,0.430668446,0.955976799,0.430616637,0.955933119,650_3,6,4,624239,,,,,,
624239,0.525,0.262,0.263,6,0.430616637,0.955933119,0.430583801,0.955905427,650_2,6,4,624239,,,,,,
624239,0.262,0,0.262,6,0.430583801,0.955905427,0.4305511,0.95587797,650_1,6,4,624239,,,,,,
624509,1.136,0.875,0.261,6,0.430528176,0.955783801,0.430494978,0.955766608,651-1_6,6,4,624509,,,,,,
624509,0.875,0.757,0.118,6,0.430494978,0.955766608,0.430479631,0.955755043,651-1_5,6,4,624509,,,,,,
624509,0.757,0.646,0.111,6,0.430479631,0.955755043,0.43046519,0.955744157,651-1_4,6,4,624509,,,,,,
624509,0.646,0.421,0.225,6,0.43046519,0.955744157,0.430490404,0.955738023,651-1_3,6,4,624509,,,,,,
624509,0.421,0.303,0.118,6,0.430490404,0.955738023,0.430505716,0.95574957,651-1_2,6,4,624509,,,,,,
624509,0.303,0,0.303,6,0.430505716,0.95574957,0.43052846,0.955783352,651-1_1,6,4,624509,,,,,,
624519,1.59,1.55,0.04,6,0.43046519,0.955744157,0.430461615,0.955749837,651_4,6,4,624519,,,,,,
624519,1.55,1.412,0.138,6,0.430461615,0.955749837,0.430449254,0.955769452,651_3,6,4,624519,,,,,,
624519,1.412,1.274,0.138,6,0.430449254,0.955769452,0.430436893,0.955789101,651_2,6,4,624519,,,,,,
624519,1.274,1.136,0.138,6,0.430436893,0.955789101,0.430424675,0.955808691,651_1,6,4,624519,,,,,,
624609,0.414,0.276,0.138,6,0.430471691,0.955757433,0.430459391,0.955777091,652_3,6,4,624609,,,,,,
624609,0.276,0.138,0.138,6,0.430459391,0.955777091,0.43044705,0.955796689,652_2,6,4,624609,,,,,,
624609,0.138,0,0.138,6,0.43044705,0.955796689,0.430434733,0.955816274,652_1,6,4,624609,,,,,,
624659,0.138,0,0.138,6,0.430489077,0.955799456,0.430476775,0.955819065,654,6,4,624659,,,,,,
624679,0.138,0,0.138,6,0.430517522,0.955820891,0.430505197,0.955840492,655,6,4,624679,,,,,,
624689,0.273,0.17,0.103,6,0.430335577,0.955805604,0.430326442,0.955820272,656_5,6,4,624689,,,,,,
624689,0.17,0.143,0.027,6,0.430326442,0.955820272,0.43032404,0.955824091,656_4,6,4,624689,,,,,,
624689,0.143,0.067,0.076,6,0.43032404,0.955824091,0.430317223,0.955834897,656_3,6,4,624689,,,,,,
624689,0.067,0.018,0.049,6,0.430317223,0.955834897,0.430312852,0.955841808,656_2,6,4,624689,,,,,,
624689,0.018,0,0.018,6,0.430312852,0.955841808,0.430311262,0.955844303,656_1,6,4,624689,,,,,,
624699,0.138,0,0.138,6,0.430391113,0.955725591,0.430378867,0.955745249,6562,6,4,624699,,,,,,
624709,0.138,0,0.138,6,0.430419561,0.95574706,0.430407227,0.955766651,6563,6,4,624709,,,,,,
624719,0.255,0.125,0.13,6,0.430353072,0.955818787,0.430341473,0.955837218,6564_2,6,4,624719,,,,,,
624719,0.125,0,0.125,6,0.430341473,0.955837218,0.430330321,0.955854979,6564_1,6,4,624719,,,,,,
624729,0.12,0,0.12,6,0.430505716,0.95574957,0.430494978,0.955766608,6566,6,4,624729,,,,,,
624739,0.402,0.255,0.147,6,0.430415962,0.95583548,0.430402933,0.955856363,6568_3,6,4,624739,,,,,,
624739,0.255,0.125,0.13,6,0.430402933,0.955856363,0.43039134,0.955874764,6568_2,6,4,624739,,,,,,
624739,0.125,0,0.125,6,0.43039134,0.955874764,0.430380163,0.955892548,6568_1,6,4,624739,,,,,,
624749,1.229,0.855,0.374,6,0.430483637,0.955944378,0.43043506,0.955907774,658_4,6,4,624749,,,,,,
624749,0.855,0.518,0.337,6,0.43043506,0.955907774,0.43039134,0.955874764,658_3,6,4,624749,,,,,,
624749,0.518,0.134,0.384,6,0.43039134,0.955874764,0.430341473,0.955837218,658_2,6,4,624749,,,,,,
624749,0.134,0,0.134,6,0.430341473,0.955837218,0.43032404,0.955824091,658_1,6,4,624749,,,,,,
624759,0.558,0.423,0.135,6,0.430312034,0.955637869,0.430299666,0.955656732,659_4,6,4,624759,,,,,,
624759,0.423,0.285,0.138,6,0.430299666,0.955656732,0.430287352,0.955676275,659_3,6,4,624759,,,,,,
624759,0.285,0.147,0.138,6,0.430287352,0.955676275,0.430274984,0.955695926,659_2,6,4,624759,,,,,,
624759,0.147,0,0.147,6,0.430274984,0.955695926,0.43026185,0.955716754,659_1,6,4,624759,,,,,,
624769,0.422,0.263,0.159,6,0.430579008,0.95583832,0.430563766,0.955859973,660_3,6,4,624769,,,,,,
624769,0.263,0.131,0.132,6,0.430563766,0.955859973,0.4305511,0.95587797,660_2,6,4,624769,,,,,,
624769,0.131,0,0.131,6,0.4305511,0.95587797,0.430538504,0.955895878,660_1,6,4,624769,,,,,,
624779,0.338,0,0.338,6,0.430713127,0.956009914,0.430714786,0.955951682,662,6,4,624779,,,,,,
624789,1.506,1.157,0.349,6,0.430748404,0.955950803,0.430746746,0.956010919,663_4,6,4,624789,,,,,,
624789,1.157,0.748,0.409,6,0.430746746,0.956010919,0.430734243,0.956070293,663_3,6,4,624789,,,,,,
624789,0.748,0.337,0.411,6,0.430734243,0.956070293,0.430724908,0.956010273,663_2,6,4,624789,,,,,,
624789,0.337,0,0.337,6,0.430724908,0.956010273,0.430726613,0.955952121,663_1,6,4,624789,,,,,,
624799,0.683,0.346,0.337,6,0.430737839,0.955952499,0.430736052,0.956010593,665_2,6,4,624799,,,,,,
624799,0.346,0,0.346,6,0.430736052,0.956010593,0.430734243,0.956070293,665_1,6,4,624799,,,,,,
624869,0.902,0.757,0.145,6,0.430761513,0.955920425,0.430759968,0.955945283,668_3,6,4,624869,,,,,,
624869,0.757,0.374,0.383,6,0.430759968,0.955945283,0.430758257,0.956011273,668_2,6,4,624869,,,,,,
624869,0.374,0,0.374,6,0.430758257,0.956011273,0.430756604,0.956075777,668_1,6,4,624869,,,,,,
624889,0.295,0.22,0.075,6,0.430714786,0.955951682,0.430726613,0.955952121,670_4,6,4,624889,,,,,,
624889,0.22,0.149,0.071,6,0.430726613,0.955952121,0.430737839,0.955952499,670_3,6,4,624889,,,,,,
624889,0.149,0.08,0.069,6,0.430737839,0.955952499,0.430748404,0.955950803,670_2,6,4,624889,,,,,,
624889,0.08,0,0.08,6,0.430748404,0.955950803,0.430759968,0.955945283,670_1,6,4,624889,,,,,,
624899,0.081,0,0.081,6,0.430532565,0.955786425,0.430525369,0.955797886,6702,6,4,624899,,,,,,
625419,0.253,0,0.253,6,0.430531366,0.955595222,0.43050864,0.955631148,6994,6,4,625419,,,,,,
625429,0.26,0,0.26,6,0.430646265,0.955735421,0.430622983,0.955772357,6995,6,4,625429,,,,,,
626119,0.559,0.386,0.173,6,0.430759782,0.955832662,0.430749906,0.955836504,7536_3,6,4,626119,,,,,,
626119,0.386,0.263,0.123,6,0.430749906,0.955836504,0.430734712,0.955824382,7536_2,6,4,626119,,,,,,
626119,0.263,0,0.263,6,0.430734712,0.955824382,0.430715266,0.955789261,7536_1,6,4,626119,,,,,,
626159,0.392,0.319,0.073,6,0.430895604,0.955862351,0.430885823,0.95585559,7561_4,6,4,626159,,,,,,
626159,0.319,0.113,0.206,6,0.430885823,0.95585559,0.430858463,0.955836577,7561_3,6,4,626159,,,,,,
626159,0.113,0.037,0.076,6,0.430858463,0.955836577,0.430848391,0.955829537,7561_2,6,4,626159,,,,,,
626159,0.037,0,0.037,6,0.430848391,0.955829537,0.430843411,0.955826074,7561_1,6,4,626159,,,,,,
626369,0.1,0,0.1,6,0.430769872,0.955994357,0.430769462,0.956011613,7620,6,4,626369,,,,,,
626489,0.677,0.448,0.229,6,0.430534931,0.955862851,0.430505197,0.955840492,7796_3,6,4,626489,,,,,,
626489,0.448,0.229,0.219,6,0.430505197,0.955840492,0.430476775,0.955819065,7796_2,6,4,626489,,,,,,
626489,0.229,0,0.229,6,0.430476775,0.955819065,0.43044705,0.955796689,7796_1,6,4,626489,,,,,,
626499,0.966,0.94,0.026,6,0.430684372,0.95596157,0.430681079,0.955958829,7797_4,6,4,626499,,,,,,
626499,0.94,0.525,0.415,6,0.430681079,0.955958829,0.430629285,0.955915167,7797_3,6,4,626499,,,,,,
626499,0.525,0.27,0.255,6,0.430629285,0.955915167,0.43059748,0.955888342,7797_2,6,4,626499,,,,,,
626499,0.27,0,0.27,6,0.43059748,0.955888342,0.430563766,0.955859973,7797_1,6,4,626499,,,,,,
626509,2.269,2.052,0.217,6,0.430607132,0.95585945,0.430579008,0.95583832,7798_7,6,4,626509,,,,,,
626509,2.052,1.639,0.413,6,0.430579008,0.95583832,0.430525369,0.955797886,7798_6,6,4,626509,,,,,,
626509,1.639,1.225,0.414,6,0.430525369,0.955797886,0.430471691,0.955757433,7798_5,6,4,626509,,,,,,
626509,1.225,1.147,0.078,6,0.430471691,0.955757433,0.430461615,0.955749837,7798_4,6,4,626509,,,,,,
626509,1.147,0.808,0.339,6,0.430461615,0.955749837,0.430417657,0.955716695,7798_3,6,4,626509,,,,,,
626509,0.808,0.47,0.338,6,0.430417657,0.955716695,0.430373762,0.955683585,7798_2,6,4,626509,,,,,,
626509,0.47,0,0.47,6,0.430373762,0.955683585,0.43031263,0.955637835,7798_1,6,4,626509,,,,,,
626979,1.479,0.986,0.493,6,0.430335284,0.955946333,0.430318972,0.955863625,7983_3,6,4,626979,,,,,,
626979,0.986,0.493,0.493,6,0.430318972,0.955863625,0.430268024,0.955800275,7983_2,6,4,626979,,,,,,
626979,0.493,0,0.493,6,0.430268024,0.955800275,0.430269679,0.95572521,7983_1,6,4,626979,,,,,,
626999,0.12,0,0.12,6,0.430490404,0.955738023,0.430479631,0.955755043,8080,6,4,626999,,,,,,
627499,0.282,0.263,0.019,6,0.430682914,0.955956222,0.430681079,0.955958829,8491_3,6,4,627499,,,,,,
627499,0.263,0.131,0.132,6,0.430681079,0.955958829,0.430668446,0.955976799,8491_2,6,4,627499,,,,,,
627499,0.131,0,0.131,6,0.430668446,0.955976799,0.430655837,0.955994762,8491_1,6,4,627499,,,,,,
627619,0.137,0,0.137,6,0.430734712,0.955824382,0.4307228,0.955843829,8543,6,4,627619,,,,,,
628649,1.75,1.519,0.231,6,0.430780289,0.955694169,0.430750501,0.955671415,8904_10,6,4,628649,,,,,,
628649,1.519,1.289,0.23,6,0.430750501,0.955671415,0.430720649,0.955648894,8904_9,6,4,628649,,,,,,
628649,1.289,1.155,0.134,6,0.430720649,0.955648894,0.43070323,0.955635738,8904_8,6,4,628649,,,,,,
628649,1.155,0.925,0.23,6,0.43070323,0.955635738,0.430673496,0.955613199,8904_7,6,4,628649,,,,,,
628649,0.925,0.694,0.231,6,0.430673496,0.955613199,0.430643598,0.955590563,8904_6,6,4,628649,,,,,,
628649,0.694,0.56,0.134,6,0.430643598,0.955590563,0.430626252,0.955577408,8904_5,6,4,628649,,,,,,
628649,0.56,0.47,0.09,6,0.430626252,0.955577408,0.430614562,0.955568561,8904_4,6,4,628649,,,,,,
628649,0.47,0.329,0.141,6,0.430614562,0.955568561,0.430596314,0.955554737,8904_3,6,4,628649,,,,,,
628649,0.329,0.1,0.229,6,0.430596314,0.955554737,0.430566683,0.955532146,8904_2,6,4,628649,,,,,,
628649,0.1,0,0.1,6,0.430566683,0.955532146,0.430553708,0.95552231,8904_1,6,4,628649,,,,,,
628679,0.188,0.102,0.086,6,0.430631465,0.955541859,0.43062375,0.955554046,8905_2,6,4,628679,,,,,,
628679,0.102,0,0.102,6,0.43062375,0.955554046,0.430614562,0.955568561,8905_1,6,4,628679,,,,,,
628689,0.417,0.37,0.047,6,0.430629825,0.955558652,0.43062375,0.955554046,8907_3,6,4,628689,,,,,,
628689,0.37,0.23,0.14,6,0.43062375,0.955554046,0.430605622,0.955540302,8907_2,6,4,628689,,,,,,
628689,0.23,0,0.23,6,0.430605622,0.955540302,0.430575822,0.95551771,8907_1,6,4,628689,,,,,,
628699,0.699,0.652,0.047,6,0.430637539,0.955546465,0.430631465,0.955541859,8909_4,6,4,628699,,,,,,
